anno,provincia,comune,mese,arrivi,presenze,arrivi_est,presenze_est
2024,Nuoro,Borore,0,4,16,0,0
2024,Nuoro,Bortigali,0,60,200,1,1
2024,Nuoro,Bortigali,1,13,36,0,0
2024,Nuoro,Bortigali,2,10,55,0,0
2024,Nuoro,Bortigali,4,9,38,0,0
2024,Nuoro,Bortigali,5,15,84,7,14
2024,Nuoro,Bortigali,6,19,50,0,0
2024,Nuoro,Bortigali,7,6,50,0,0
2024,Nuoro,Bortigali,10,22,103,2,2
2024,Nuoro,Bortigali,12,9,20,0,0
2024,Nuoro,Desulo,1,26,46,0,0
2024,Nuoro,Desulo,2,15,21,0,0
2024,Nuoro,Desulo,3,32,40,3,4
2024,Nuoro,Desulo,4,23,35,13,25
2024,Nuoro,Desulo,5,47,98,27,53
2024,Nuoro,Desulo,6,22,59,5,10
2024,Nuoro,Desulo,7,28,75,0,0
2024,Nuoro,Desulo,8,102,180,38,77
2024,Nuoro,Desulo,9,21,57,13,44
2024,Nuoro,Desulo,10,65,82,15,25
2024,Nuoro,Desulo,11,26,26,1,1
2024,Nuoro,Desulo,12,47,81,4,8
2024,Nuoro,Dorgali,1,117,338,23,139
2024,Nuoro,Dorgali,2,175,420,87,238
2024,Nuoro,Dorgali,3,1283,2556,619,1570
2024,Nuoro,Dorgali,4,6159,18350,4361,15353
2024,Nuoro,Dorgali,5,12025,35333,9518,31006
2024,Nuoro,Dorgali,6,19559,69184,12640,42925
2024,Nuoro,Dorgali,7,24128,108473,15309,62827
2024,Nuoro,Dorgali,8,25991,123154,14791,67275
2024,Nuoro,Dorgali,9,21167,93238,15339,65826
2024,Nuoro,Dorgali,10,8877,53721,7339,47262
2024,Nuoro,Dorgali,11,729,2392,278,1451
2024,Nuoro,Dorgali,12,584,1197,166,431
2024,Nuoro,Fonni,1,113,257,7,31
2024,Nuoro,Fonni,2,119,219,1,1
2024,Nuoro,Fonni,3,85,95,2,6
2024,Nuoro,Fonni,4,111,130,41,56
2024,Nuoro,Fonni,5,374,680,182,402
2024,Nuoro,Fonni,6,138,241,19,34
2024,Nuoro,Fonni,7,166,398,63,160
2024,Nuoro,Fonni,8,178,348,43,63
2024,Nuoro,Fonni,9,415,652,249,408
2024,Nuoro,Fonni,10,124,137,75,86
2024,Nuoro,Fonni,11,80,219,9,9
2024,Nuoro,Fonni,12,148,222,2,6
2024,Nuoro,Gadoni,0,11,19,0,0
2024,Nuoro,Gadoni,1,12,12,0,0
2024,Nuoro,Gadoni,2,6,15,3,9
2024,Nuoro,Gadoni,4,17,20,0,0
2024,Nuoro,Gadoni,5,43,53,0,0
2024,Nuoro,Gadoni,6,31,36,2,2
2024,Nuoro,Gadoni,7,56,56,6,6
2024,Nuoro,Gadoni,8,90,146,2,6
2024,Nuoro,Gadoni,9,35,43,6,10
2024,Nuoro,Gadoni,10,88,98,5,5
2024,Nuoro,Gadoni,11,55,65,2,2
2024,Nuoro,Gadoni,12,27,33,4,8
2024,Nuoro,Galtellì,1,111,168,34,66
2024,Nuoro,Galtellì,2,73,156,26,53
2024,Nuoro,Galtellì,3,101,195,60,141
2024,Nuoro,Galtellì,4,342,716,234,494
2024,Nuoro,Galtellì,5,548,1030,457,896
2024,Nuoro,Galtellì,6,512,1506,378,1072
2024,Nuoro,Galtellì,7,803,2404,544,1574
2024,Nuoro,Galtellì,8,825,2912,559,1980
2024,Nuoro,Galtellì,9,595,1870,451,1345
2024,Nuoro,Galtellì,10,443,1222,306,790
2024,Nuoro,Galtellì,11,120,191,32,82
2024,Nuoro,Galtellì,12,69,108,27,48
2024,Nuoro,Gavoi,1,57,70,2,4
2024,Nuoro,Gavoi,2,22,50,2,4
2024,Nuoro,Gavoi,3,14,50,1,3
2024,Nuoro,Gavoi,4,50,97,13,23
2024,Nuoro,Gavoi,5,34,50,17,29
2024,Nuoro,Gavoi,6,58,78,19,32
2024,Nuoro,Gavoi,7,72,191,17,53
2024,Nuoro,Gavoi,8,58,143,14,47
2024,Nuoro,Gavoi,9,52,70,13,19
2024,Nuoro,Gavoi,10,75,85,17,20
2024,Nuoro,Gavoi,11,77,105,2,4
2024,Nuoro,Gavoi,12,49,79,2,6
2024,Nuoro,Irgoli,0,16,36,3,9
2024,Nuoro,Irgoli,1,11,26,0,0
2024,Nuoro,Irgoli,4,8,36,5,33
2024,Nuoro,Irgoli,5,24,57,12,43
2024,Nuoro,Irgoli,6,114,445,73,288
2024,Nuoro,Irgoli,7,190,981,84,406
2024,Nuoro,Irgoli,8,228,1213,88,382
2024,Nuoro,Irgoli,9,96,473,67,295
2024,Nuoro,Irgoli,10,18,85,17,71
2024,Nuoro,Irgoli,11,5,9,1,1
2024,Nuoro,Irgoli,12,5,13,2,8
2024,Nuoro,Loculi,0,0,4,0,0
2024,Nuoro,Loculi,4,5,36,5,36
2024,Nuoro,Loculi,5,8,34,8,34
2024,Nuoro,Loculi,6,14,102,10,82
2024,Nuoro,Loculi,7,23,163,21,117
2024,Nuoro,Loculi,8,73,416,48,298
2024,Nuoro,Loculi,9,18,88,17,83
2024,Nuoro,Loculi,10,16,49,14,47
2024,Nuoro,Lodè,0,25,66,6,8
2024,Nuoro,Lodè,6,3,5,3,5
2024,Nuoro,Lodè,7,20,43,12,27
2024,Nuoro,Lodè,8,29,88,19,72
2024,Nuoro,Lodè,9,11,19,3,6
2024,Nuoro,Lula,0,29,142,1,2
2024,Nuoro,Lula,7,6,12,1,1
2024,Nuoro,Lula,8,13,34,8,16
2024,Nuoro,Lula,9,4,13,0,0
2024,Nuoro,Lula,12,4,10,0,0
2024,Nuoro,Macomer,1,102,963,7,13
2024,Nuoro,Macomer,2,146,814,6,14
2024,Nuoro,Macomer,3,197,922,19,64
2024,Nuoro,Macomer,4,157,1006,15,42
2024,Nuoro,Macomer,5,198,976,16,28
2024,Nuoro,Macomer,6,181,1044,15,20
2024,Nuoro,Macomer,7,191,941,10,10
2024,Nuoro,Macomer,8,198,930,23,43
2024,Nuoro,Macomer,9,157,966,11,18
2024,Nuoro,Macomer,10,191,1125,8,12
2024,Nuoro,Macomer,11,214,1052,8,11
2024,Nuoro,Macomer,12,154,809,9,9
2024,Nuoro,Mamoiada,1,79,177,0,0
2024,Nuoro,Mamoiada,2,60,138,9,19
2024,Nuoro,Mamoiada,3,36,96,18,78
2024,Nuoro,Mamoiada,4,66,128,14,22
2024,Nuoro,Mamoiada,5,88,191,27,43
2024,Nuoro,Mamoiada,6,95,238,48,112
2024,Nuoro,Mamoiada,7,128,489,63,213
2024,Nuoro,Mamoiada,8,263,732,158,479
2024,Nuoro,Mamoiada,9,120,258,81,138
2024,Nuoro,Mamoiada,10,128,219,45,111
2024,Nuoro,Mamoiada,11,71,141,5,16
2024,Nuoro,Mamoiada,12,21,46,4,8
2024,Nuoro,Meana Sardo,1,7,10,0,0
2024,Nuoro,Meana Sardo,2,8,8,0,0
2024,Nuoro,Meana Sardo,3,15,19,0,0
2024,Nuoro,Meana Sardo,4,9,15,1,1
2024,Nuoro,Meana Sardo,5,11,13,1,1
2024,Nuoro,Meana Sardo,6,16,20,4,8
2024,Nuoro,Meana Sardo,7,25,50,0,0
2024,Nuoro,Meana Sardo,8,34,72,8,26
2024,Nuoro,Meana Sardo,9,23,38,6,6
2024,Nuoro,Meana Sardo,10,27,44,11,22
2024,Nuoro,Meana Sardo,11,22,28,3,5
2024,Nuoro,Meana Sardo,12,12,12,0,0
2024,Nuoro,Nuoro,1,1423,3008,103,285
2024,Nuoro,Nuoro,2,1484,3709,187,872
2024,Nuoro,Nuoro,3,1582,3598,201,519
2024,Nuoro,Nuoro,4,2147,4439,654,1129
2024,Nuoro,Nuoro,5,2378,4407,919,1612
2024,Nuoro,Nuoro,6,2210,4299,734,1403
2024,Nuoro,Nuoro,7,2101,5987,888,3031
2024,Nuoro,Nuoro,8,2923,7536,1213,3526
2024,Nuoro,Nuoro,9,2876,5537,1110,2197
2024,Nuoro,Nuoro,10,2793,5245,884,1405
2024,Nuoro,Nuoro,11,2501,4489,182,469
2024,Nuoro,Nuoro,12,1485,3230,118,449
2024,Nuoro,Oliena,1,138,266,6,8
2024,Nuoro,Oliena,2,72,147,8,26
2024,Nuoro,Oliena,3,272,458,69,135
2024,Nuoro,Oliena,4,1418,2664,584,1472
2024,Nuoro,Oliena,5,1820,3651,1231,2836
2024,Nuoro,Oliena,6,1905,4207,1243,3144
2024,Nuoro,Oliena,7,1923,4534,1231,3392
2024,Nuoro,Oliena,8,2429,5851,1253,3380
2024,Nuoro,Oliena,9,2423,4825,1508,3429
2024,Nuoro,Oliena,10,1901,3841,1091,2627
2024,Nuoro,Oliena,11,468,675,51,91
2024,Nuoro,Oliena,12,94,131,18,26
2024,Nuoro,Ollolai,0,14,26,0,0
2024,Nuoro,Ollolai,10,40,45,17,22
2024,Nuoro,Ollolai,11,51,69,0,0
2024,Nuoro,Ollolai,12,11,11,2,2
2024,Nuoro,Onifai,1,18,32,11,22
2024,Nuoro,Onifai,2,11,11,5,5
2024,Nuoro,Onifai,3,11,34,4,25
2024,Nuoro,Onifai,4,24,64,22,60
2024,Nuoro,Onifai,5,45,81,38,74
2024,Nuoro,Onifai,6,60,199,39,87
2024,Nuoro,Onifai,7,152,626,109,380
2024,Nuoro,Onifai,8,188,730,122,477
2024,Nuoro,Onifai,9,67,239,55,153
2024,Nuoro,Onifai,10,45,80,43,76
2024,Nuoro,Onifai,11,10,51,8,41
2024,Nuoro,Onifai,12,6,6,1,1
2024,Nuoro,Orani,1,44,51,0,0
2024,Nuoro,Orani,2,43,110,1,3
2024,Nuoro,Orani,3,8,82,0,0
2024,Nuoro,Orani,4,29,57,13,32
2024,Nuoro,Orani,5,38,111,19,65
2024,Nuoro,Orani,6,63,92,24,24
2024,Nuoro,Orani,7,68,151,28,93
2024,Nuoro,Orani,8,83,155,11,48
2024,Nuoro,Orani,9,43,102,21,61
2024,Nuoro,Orani,10,67,111,13,23
2024,Nuoro,Orani,11,82,154,2,6
2024,Nuoro,Orani,12,37,110,5,10
2024,Nuoro,Orgosolo,1,172,215,8,12
2024,Nuoro,Orgosolo,2,140,277,35,98
2024,Nuoro,Orgosolo,3,88,100,44,47
2024,Nuoro,Orgosolo,4,242,385,136,223
2024,Nuoro,Orgosolo,5,418,617,255,393
2024,Nuoro,Orgosolo,6,388,517,206,307
2024,Nuoro,Orgosolo,7,428,729,239,446
2024,Nuoro,Orgosolo,8,727,1199,337,647
2024,Nuoro,Orgosolo,9,358,564,245,422
2024,Nuoro,Orgosolo,10,316,520,197,323
2024,Nuoro,Orgosolo,11,109,147,12,12
2024,Nuoro,Orgosolo,12,83,174,22,39
2024,Nuoro,Orosei,1,178,463,39,109
2024,Nuoro,Orosei,2,218,438,75,274
2024,Nuoro,Orosei,3,1561,3309,411,1393
2024,Nuoro,Orosei,4,5029,14218,3014,8841
2024,Nuoro,Orosei,5,13863,45988,10975,39609
2024,Nuoro,Orosei,6,27744,138041,10379,45972
2024,Nuoro,Orosei,7,34454,218575,12038,63817
2024,Nuoro,Orosei,8,36506,240019,10196,55769
2024,Nuoro,Orosei,9,28166,160800,16199,68102
2024,Nuoro,Orosei,10,10793,47165,9158,42167
2024,Nuoro,Orosei,11,386,807,141,446
2024,Nuoro,Orosei,12,368,690,94,249
2024,Nuoro,Ortueri,0,26,36,1,1
2024,Nuoro,Ortueri,4,27,69,9,37
2024,Nuoro,Ortueri,5,10,29,0,0
2024,Nuoro,Ortueri,8,14,20,0,0
2024,Nuoro,Ortueri,9,15,43,7,24
2024,Nuoro,Ortueri,10,22,38,0,5
2024,Nuoro,Ortueri,11,13,17,1,1
2024,Nuoro,Orune,0,9,15,0,0
2024,Nuoro,Osidda,0,16,38,0,0
2024,Nuoro,Ottana,1,7,13,0,0
2024,Nuoro,Ottana,2,13,63,1,6
2024,Nuoro,Ottana,3,41,162,4,12
2024,Nuoro,Ottana,4,9,73,0,0
2024,Nuoro,Ottana,6,8,56,0,0
2024,Nuoro,Ottana,7,12,45,0,0
2024,Nuoro,Ottana,8,17,74,0,0
2024,Nuoro,Ottana,9,38,270,5,7
2024,Nuoro,Ottana,10,5,24,3,6
2024,Nuoro,Ottana,11,19,282,2,24
2024,Nuoro,Ottana,12,12,200,2,60
2024,Nuoro,Ovodda,0,34,165,2,2
2024,Nuoro,Ovodda,8,8,11,0,0
2024,Nuoro,Ovodda,12,5,50,1,10
2024,Nuoro,Posada,1,88,172,3,7
2024,Nuoro,Posada,2,140,282,13,40
2024,Nuoro,Posada,3,129,250,32,63
2024,Nuoro,Posada,4,269,607,126,335
2024,Nuoro,Posada,5,364,1009,234,726
2024,Nuoro,Posada,6,1075,3401,461,1458
2024,Nuoro,Posada,7,2091,8404,881,3575
2024,Nuoro,Posada,8,2120,8704,715,2824
2024,Nuoro,Posada,9,1245,4574,697,2453
2024,Nuoro,Posada,10,322,979,228,777
2024,Nuoro,Posada,11,122,219,39,72
2024,Nuoro,Posada,12,123,200,20,42
2024,Nuoro,Sarule,0,68,230,0,0
2024,Nuoro,Sarule,7,29,57,5,13
2024,Nuoro,Sarule,8,30,66,14,32
2024,Nuoro,Sarule,9,26,31,1,1
2024,Nuoro,Sarule,10,17,38,0,0
2024,Nuoro,Sarule,11,21,25,0,0
2024,Nuoro,Seulo,0,13,16,1,1
2024,Nuoro,Seulo,3,73,81,32,34
2024,Nuoro,Seulo,4,105,153,34,53
2024,Nuoro,Seulo,5,132,224,90,158
2024,Nuoro,Seulo,6,116,187,68,96
2024,Nuoro,Seulo,7,69,114,44,74
2024,Nuoro,Seulo,8,167,294,46,105
2024,Nuoro,Seulo,9,84,140,48,81
2024,Nuoro,Seulo,10,59,78,35,52
2024,Nuoro,Seulo,11,63,262,8,56
2024,Nuoro,Seulo,12,7,8,2,2
2024,Nuoro,Silanus,0,7,18,0,0
2024,Nuoro,Siniscola,1,48,143,3,4
2024,Nuoro,Siniscola,2,52,151,16,60
2024,Nuoro,Siniscola,3,71,235,48,170
2024,Nuoro,Siniscola,4,377,1154,261,930
2024,Nuoro,Siniscola,5,1928,6631,1550,5665
2024,Nuoro,Siniscola,6,3476,16665,1662,7158
2024,Nuoro,Siniscola,7,5589,33208,2562,13987
2024,Nuoro,Siniscola,8,6800,42160,2377,12854
2024,Nuoro,Siniscola,9,4098,20937,2374,10590
2024,Nuoro,Siniscola,10,1179,5274,965,4464
2024,Nuoro,Siniscola,11,100,416,36,251
2024,Nuoro,Siniscola,12,161,420,28,78
2024,Nuoro,Sorgono,1,14,22,4,4
2024,Nuoro,Sorgono,2,10,36,2,16
2024,Nuoro,Sorgono,3,13,21,6,6
2024,Nuoro,Sorgono,4,28,38,14,22
2024,Nuoro,Sorgono,5,26,40,21,35
2024,Nuoro,Sorgono,6,32,42,9,15
2024,Nuoro,Sorgono,7,27,63,14,26
2024,Nuoro,Sorgono,8,33,93,19,46
2024,Nuoro,Sorgono,9,39,83,21,54
2024,Nuoro,Sorgono,10,72,121,23,43
2024,Nuoro,Sorgono,11,40,63,0,0
2024,Nuoro,Sorgono,12,29,43,4,4
2024,Nuoro,Teti,0,5,56,1,1
2024,Nuoro,Teti,3,8,46,4,22
2024,Nuoro,Teti,4,21,64,7,9
2024,Nuoro,Teti,6,13,46,9,20
2024,Nuoro,Teti,7,5,99,0,40
2024,Nuoro,Teti,10,4,27,0,1
2024,Nuoro,Tonara,0,14,25,0,0
2024,Nuoro,Tonara,1,12,42,1,6
2024,Nuoro,Tonara,3,8,8,2,2
2024,Nuoro,Tonara,4,18,24,10,12
2024,Nuoro,Tonara,5,87,124,65,91
2024,Nuoro,Tonara,6,84,101,15,17
2024,Nuoro,Tonara,7,41,75,5,7
2024,Nuoro,Tonara,8,43,89,12,18
2024,Nuoro,Tonara,9,44,75,26,46
2024,Nuoro,Tonara,10,128,193,26,39
2024,Nuoro,Tonara,11,32,37,0,0
2024,Nuoro,Torpè,0,1,1,1,1
2024,Nuoro,Torpè,4,11,38,9,32
2024,Nuoro,Torpè,5,33,236,25,157
2024,Nuoro,Torpè,6,198,963,113,597
2024,Nuoro,Torpè,7,274,1907,133,875
2024,Nuoro,Torpè,8,472,2917,187,1109
2024,Nuoro,Torpè,9,165,1131,113,785
2024,Nuoro,Torpè,10,28,288,27,278
2024,Nuoro,Torpè,11,3,17,1,13
2024,Nuoro,Torpè,12,30,63,6,24
2024,Ogliastra,Arzana,0,7,11,0,0
2024,Ogliastra,Arzana,2,5,13,4,12
2024,Ogliastra,Arzana,3,5,27,5,27
2024,Ogliastra,Arzana,4,8,28,6,26
2024,Ogliastra,Arzana,5,4,33,3,32
2024,Ogliastra,Arzana,6,9,26,8,24
2024,Ogliastra,Arzana,7,14,96,12,82
2024,Ogliastra,Arzana,8,36,130,19,69
2024,Ogliastra,Arzana,9,11,34,9,28
2024,Ogliastra,Arzana,10,15,69,13,63
2024,Ogliastra,Arzana,11,4,8,0,2
2024,Ogliastra,Bari Sardo,1,144,489,71,355
2024,Ogliastra,Bari Sardo,2,187,822,106,613
2024,Ogliastra,Bari Sardo,3,619,2001,356,1468
2024,Ogliastra,Bari Sardo,4,1482,4372,1156,3700
2024,Ogliastra,Bari Sardo,5,5398,21797,4813,20561
2024,Ogliastra,Bari Sardo,6,6758,31396,4127,20424
2024,Ogliastra,Bari Sardo,7,8047,52374,4459,29490
2024,Ogliastra,Bari Sardo,8,8809,59349,3540,23682
2024,Ogliastra,Bari Sardo,9,8015,40225,6360,31236
2024,Ogliastra,Bari Sardo,10,3705,17986,3154,16493
2024,Ogliastra,Bari Sardo,11,232,1143,141,835
2024,Ogliastra,Bari Sardo,12,304,975,211,739
2024,Ogliastra,Baunei,1,56,383,27,188
2024,Ogliastra,Baunei,2,53,320,44,249
2024,Ogliastra,Baunei,3,318,1039,187,771
2024,Ogliastra,Baunei,4,1842,4855,1262,3675
2024,Ogliastra,Baunei,5,3791,11124,2985,9418
2024,Ogliastra,Baunei,6,4729,16003,3381,11730
2024,Ogliastra,Baunei,7,5372,21502,3669,14314
2024,Ogliastra,Baunei,8,5965,23483,3402,12653
2024,Ogliastra,Baunei,9,5108,17222,4118,13731
2024,Ogliastra,Baunei,10,2546,8634,2133,7751
2024,Ogliastra,Baunei,11,159,743,94,541
2024,Ogliastra,Baunei,12,153,654,93,413
2024,Ogliastra,Cardedu,1,8,10,2,2
2024,Ogliastra,Cardedu,3,51,301,13,220
2024,Ogliastra,Cardedu,4,1204,3463,758,2582
2024,Ogliastra,Cardedu,5,3418,15449,2395,13245
2024,Ogliastra,Cardedu,6,5873,29303,2949,16550
2024,Ogliastra,Cardedu,7,6567,41453,3365,22484
2024,Ogliastra,Cardedu,8,7090,45844,2776,19577
2024,Ogliastra,Cardedu,9,4987,27812,3233,18284
2024,Ogliastra,Cardedu,10,2519,12930,2110,12189
2024,Ogliastra,Cardedu,11,87,479,7,224
2024,Ogliastra,Cardedu,12,11,221,8,202
2024,Ogliastra,Elini,0,8,106,4,17
2024,Ogliastra,Elini,7,11,74,1,11
2024,Ogliastra,Elini,8,4,39,0,0
2024,Ogliastra,Gairo,1,43,326,43,324
2024,Ogliastra,Gairo,2,56,157,45,122
2024,Ogliastra,Gairo,3,334,1144,278,1040
2024,Ogliastra,Gairo,4,273,1110,202,967
2024,Ogliastra,Gairo,5,716,2015,643,1852
2024,Ogliastra,Gairo,6,664,2093,423,1354
2024,Ogliastra,Gairo,7,966,3456,571,1886
2024,Ogliastra,Gairo,8,525,2700,281,1176
2024,Ogliastra,Gairo,9,1219,2788,1013,2241
2024,Ogliastra,Gairo,10,1012,2535,948,2407
2024,Ogliastra,Gairo,11,170,428,131,360
2024,Ogliastra,Gairo,12,179,365,101,251
2024,Ogliastra,Girasole,1,78,318,11,51
2024,Ogliastra,Girasole,2,55,229,6,6
2024,Ogliastra,Girasole,3,19,213,16,23
2024,Ogliastra,Girasole,4,68,464,19,187
2024,Ogliastra,Girasole,5,62,520,47,285
2024,Ogliastra,Girasole,6,190,892,93,417
2024,Ogliastra,Girasole,7,375,1958,124,505
2024,Ogliastra,Girasole,8,343,2008,59,347
2024,Ogliastra,Girasole,9,286,1239,154,510
2024,Ogliastra,Girasole,10,52,416,43,226
2024,Ogliastra,Girasole,11,7,133,4,10
2024,Ogliastra,Girasole,12,5,44,0,0
2024,Ogliastra,Ilbono,1,21,29,7,7
2024,Ogliastra,Ilbono,2,16,37,0,0
2024,Ogliastra,Ilbono,3,18,58,0,0
2024,Ogliastra,Ilbono,4,76,109,10,12
2024,Ogliastra,Ilbono,5,62,189,18,78
2024,Ogliastra,Ilbono,6,110,248,45,155
2024,Ogliastra,Ilbono,7,195,702,94,382
2024,Ogliastra,Ilbono,8,439,1683,184,701
2024,Ogliastra,Ilbono,9,147,403,113,212
2024,Ogliastra,Ilbono,10,24,42,17,29
2024,Ogliastra,Ilbono,11,17,21,3,3
2024,Ogliastra,Ilbono,12,14,16,5,5
2024,Ogliastra,Jerzu,1,37,55,2,5
2024,Ogliastra,Jerzu,2,31,61,9,31
2024,Ogliastra,Jerzu,3,70,148,23,69
2024,Ogliastra,Jerzu,4,87,275,21,90
2024,Ogliastra,Jerzu,5,122,503,72,326
2024,Ogliastra,Jerzu,6,138,409,65,258
2024,Ogliastra,Jerzu,7,168,674,94,412
2024,Ogliastra,Jerzu,8,244,1239,105,628
2024,Ogliastra,Jerzu,9,206,792,135,609
2024,Ogliastra,Jerzu,10,172,836,116,667
2024,Ogliastra,Jerzu,11,66,229,18,153
2024,Ogliastra,Jerzu,12,85,220,9,62
2024,Ogliastra,Lanusei,1,50,91,3,18
2024,Ogliastra,Lanusei,2,63,95,10,16
2024,Ogliastra,Lanusei,3,101,169,4,8
2024,Ogliastra,Lanusei,4,83,214,17,35
2024,Ogliastra,Lanusei,5,138,274,57,110
2024,Ogliastra,Lanusei,6,181,476,44,91
2024,Ogliastra,Lanusei,7,418,1397,156,466
2024,Ogliastra,Lanusei,8,1264,3232,367,1015
2024,Ogliastra,Lanusei,9,338,758,102,263
2024,Ogliastra,Lanusei,10,103,243,22,77
2024,Ogliastra,Lanusei,11,107,179,10,15
2024,Ogliastra,Lanusei,12,105,269,3,66
2024,Ogliastra,Loceri,0,12,135,2,89
2024,Ogliastra,Loceri,3,25,75,8,44
2024,Ogliastra,Loceri,4,66,245,27,166
2024,Ogliastra,Loceri,5,56,251,51,233
2024,Ogliastra,Loceri,6,147,510,83,327
2024,Ogliastra,Loceri,7,276,1320,172,902
2024,Ogliastra,Loceri,8,391,1533,144,691
2024,Ogliastra,Loceri,9,83,486,47,268
2024,Ogliastra,Loceri,10,13,128,8,122
2024,Ogliastra,Loceri,12,8,8,2,2
2024,Ogliastra,Lotzorai,1,58,378,5,17
2024,Ogliastra,Lotzorai,2,47,305,2,4
2024,Ogliastra,Lotzorai,3,36,79,23,45
2024,Ogliastra,Lotzorai,4,780,2085,651,1872
2024,Ogliastra,Lotzorai,5,3109,9444,2578,8244
2024,Ogliastra,Lotzorai,6,3555,17819,2024,7420
2024,Ogliastra,Lotzorai,7,4113,25954,1667,8388
2024,Ogliastra,Lotzorai,8,5240,32124,1497,7352
2024,Ogliastra,Lotzorai,9,4456,21426,3122,11067
2024,Ogliastra,Lotzorai,10,2230,7669,1961,7148
2024,Ogliastra,Lotzorai,11,22,56,12,39
2024,Ogliastra,Lotzorai,12,12,34,6,20
2024,Ogliastra,Osini,0,27,27,0,0
2024,Ogliastra,Osini,4,105,147,17,57
2024,Ogliastra,Osini,5,110,218,42,135
2024,Ogliastra,Osini,6,93,137,37,70
2024,Ogliastra,Osini,7,33,73,10,34
2024,Ogliastra,Osini,8,230,382,92,180
2024,Ogliastra,Osini,9,97,136,38,75
2024,Ogliastra,Osini,10,107,133,28,39
2024,Ogliastra,Osini,11,61,64,4,6
2024,Ogliastra,Osini,12,35,37,0,0
2024,Ogliastra,Perdasdefogu,0,9,12,0,0
2024,Ogliastra,Perdasdefogu,3,3,3,0,0
2024,Ogliastra,Perdasdefogu,4,6,6,0,0
2024,Ogliastra,Perdasdefogu,5,5,16,1,1
2024,Ogliastra,Perdasdefogu,7,14,22,0,0
2024,Ogliastra,Perdasdefogu,8,17,23,0,0
2024,Ogliastra,Perdasdefogu,9,8,12,0,0
2024,Ogliastra,Perdasdefogu,10,6,11,3,6
2024,Ogliastra,Perdasdefogu,11,8,8,3,3
2024,Ogliastra,Talana,0,17,39,16,35
2024,Ogliastra,Talana,3,9,28,9,28
2024,Ogliastra,Talana,5,10,45,8,38
2024,Ogliastra,Talana,6,17,62,13,41
2024,Ogliastra,Talana,7,12,50,4,11
2024,Ogliastra,Talana,8,22,127,9,27
2024,Ogliastra,Talana,9,20,56,16,49
2024,Ogliastra,Tertenia,0,12,24,4,8
2024,Ogliastra,Tertenia,3,92,236,58,186
2024,Ogliastra,Tertenia,4,325,1190,238,1044
2024,Ogliastra,Tertenia,5,970,4953,824,4751
2024,Ogliastra,Tertenia,6,1529,8136,1017,5763
2024,Ogliastra,Tertenia,7,2394,15397,1669,11040
2024,Ogliastra,Tertenia,8,2566,16850,1415,10302
2024,Ogliastra,Tertenia,9,1396,8812,1030,6971
2024,Ogliastra,Tertenia,10,648,4283,607,4180
2024,Ogliastra,Tertenia,11,14,20,9,13
2024,Ogliastra,Tertenia,12,14,19,7,10
2024,Ogliastra,Tortolì,1,538,1892,107,668
2024,Ogliastra,Tortolì,2,574,1593,137,623
2024,Ogliastra,Tortolì,3,1169,2641,405,1218
2024,Ogliastra,Tortolì,4,3407,8995,2129,6518
2024,Ogliastra,Tortolì,5,13167,48835,9894,41600
2024,Ogliastra,Tortolì,6,22235,99930,11978,58332
2024,Ogliastra,Tortolì,7,27498,159088,12246,70007
2024,Ogliastra,Tortolì,8,30558,193918,10069,62880
2024,Ogliastra,Tortolì,9,15427,69785,10098,44923
2024,Ogliastra,Tortolì,10,6134,27006,4898,23758
2024,Ogliastra,Tortolì,11,828,2501,193,1228
2024,Ogliastra,Tortolì,12,623,1745,114,731
2024,Ogliastra,Triei,0,13,25,8,18
2024,Ogliastra,Triei,3,25,106,21,94
2024,Ogliastra,Triei,4,42,86,24,58
2024,Ogliastra,Triei,5,66,235,48,184
2024,Ogliastra,Triei,6,173,503,96,299
2024,Ogliastra,Triei,7,197,780,111,408
2024,Ogliastra,Triei,8,220,697,103,319
2024,Ogliastra,Triei,9,139,461,111,388
2024,Ogliastra,Triei,10,77,269,63,241
2024,Ogliastra,Ulassai,1,23,80,8,45
2024,Ogliastra,Ulassai,2,36,46,1,1
2024,Ogliastra,Ulassai,3,117,330,47,152
2024,Ogliastra,Ulassai,4,264,724,110,478
2024,Ogliastra,Ulassai,5,319,1067,205,814
2024,Ogliastra,Ulassai,6,218,746,113,525
2024,Ogliastra,Ulassai,7,261,892,134,614
2024,Ogliastra,Ulassai,8,392,1450,130,706
2024,Ogliastra,Ulassai,9,431,1194,314,948
2024,Ogliastra,Ulassai,10,391,1411,277,1081
2024,Ogliastra,Ulassai,11,109,514,43,313
2024,Ogliastra,Ulassai,12,130,571,61,434
2024,Ogliastra,Urzulei,1,14,102,8,18
2024,Ogliastra,Urzulei,2,11,51,4,8
2024,Ogliastra,Urzulei,3,82,142,22,31
2024,Ogliastra,Urzulei,4,233,419,62,114
2024,Ogliastra,Urzulei,5,320,606,168,336
2024,Ogliastra,Urzulei,6,280,478,172,293
2024,Ogliastra,Urzulei,7,259,516,176,321
2024,Ogliastra,Urzulei,8,478,929,281,587
2024,Ogliastra,Urzulei,9,400,674,285,477
2024,Ogliastra,Urzulei,10,362,560,244,435
2024,Ogliastra,Urzulei,11,104,147,21,48
2024,Ogliastra,Urzulei,12,18,57,11,29
2024,Ogliastra,Ussassai,1,13,13,1,1
2024,Ogliastra,Ussassai,2,4,4,1,1
2024,Ogliastra,Ussassai,3,16,17,3,4
