anno,provincia,mese,provenienza_turisti,arrivi_totale,presenze_totale,arrivi_alberghiero,presenze_alberghiero,arrivi_extra_alberghiero,presenze_extra_alberghiero
2019,Bergamo,Giugno,Altri Paesi Africa Mediterranea,278,540,244,439,34,101
2019,Bergamo,Giugno,Altri Paesi Asia Occidentale,425,826,295,517,130,309
2019,Bergamo,Giugno,Altri Paesi del Centro - Sud America,470,1145,299,719,171,426
2019,Bergamo,Giugno,Altri Paesi dell'Africa,220,564,176,471,44,93
2019,Bergamo,Giugno,Altri Paesi dell'Asia,581,1148,411,703,170,445
2019,Bergamo,Giugno,Altri Paesi Europei,1115,2155,745,1244,370,911
2019,Bergamo,Giugno,Argentina,289,684,205,548,84,136
2019,Bergamo,Giugno,Austria,623,1253,439,829,184,424
2019,Bergamo,Giugno,Australia,443,1098,225,580,218,518
2019,Bergamo,Giugno,BASILICATA,269,687,200,493,69,194
2019,Bergamo,Giugno,Belgio,1227,2395,816,1431,411,964
2019,Bergamo,Giugno,BOLZANO - BOZEN,546,677,420,482,126,195
2019,Bergamo,Giugno,Brasile,656,1409,467,891,189,518
2019,Bergamo,Giugno,Bulgaria,1253,1904,717,1003,536,901
2019,Bergamo,Giugno,CALABRIA,1156,2644,767,1548,389,1096
2019,Bergamo,Giugno,CAMPANIA,2275,4913,1752,3327,523,1586
2019,Bergamo,Giugno,Canada,359,793,232,483,127,310
2019,Bergamo,Giugno,Cina,800,1345,713,1178,87,167
2019,Bergamo,Giugno,Cipro,51,96,28,54,23,42
2019,Bergamo,Giugno,Corea del Sud,910,1182,886,1112,24,70
2019,Bergamo,Giugno,Croazia,155,237,109,177,46,60
2019,Bergamo,Giugno,Danimarca,514,1059,315,569,199,490
2019,Bergamo,Giugno,Egitto,89,161,72,139,17,22
2019,Bergamo,Giugno,EMILIA-ROMAGNA,3962,6586,3090,5040,872,1546
2019,Bergamo,Giugno,Estonia,494,676,229,287,265,389
2019,Bergamo,Giugno,Finlandia,681,1453,375,697,306,756
2019,Bergamo,Giugno,Francia,3315,5855,2392,3962,923,1893
2019,Bergamo,Giugno,FRIULI-VENEZIA GIULIA,1273,2044,1015,1671,258,373
2019,Bergamo,Giugno,Germania,6775,16441,3983,8294,2792,8147
2019,Bergamo,Giugno,Giappone,247,634,204,576,43,58
2019,Bergamo,Giugno,Grecia,559,951,363,584,196,367
2019,Bergamo,Giugno,India,317,735,264,600,53,135
2019,Bergamo,Giugno,Irlanda,763,1280,462,715,301,565
2019,Bergamo,Giugno,Islanda,72,166,49,135,23,31
2019,Bergamo,Giugno,Israele,923,1363,630,929,293,434
2019,Bergamo,Giugno,LAZIO,3146,5978,2392,4163,754,1815
2019,Bergamo,Giugno,Lettonia,528,822,268,387,260,435
2019,Bergamo,Giugno,LIGURIA,2663,4346,2099,3408,564,938
2019,Bergamo,Giugno,Lituania,687,1038,343,375,344,663
2019,Bergamo,Giugno,LOMBARDIA,27221,49765,17141,26827,10080,22938
2019,Bergamo,Giugno,Lussemburgo,81,137,38,54,43,83
2019,Bergamo,Giugno,Malta,173,480,117,322,56,158
2019,Bergamo,Giugno,MARCHE,1272,3082,885,1590,387,1492
2019,Bergamo,Giugno,Messico,176,476,127,381,49,95
2019,Bergamo,Giugno,MOLISE,121,235,82,121,39,114
2019,Bergamo,Giugno,Non specificato,265,515,231,447,34,68
2019,Bergamo,Giugno,Norvegia,784,1570,576,1078,208,492
2019,Bergamo,Giugno,Nuova Zelanda,71,217,35,63,36,154
2019,Bergamo,Giugno,Oceania - altri territori,8,93,5,90,3,3
2019,Bergamo,Giugno,Paesi Bassi,1666,4160,985,1806,681,2354
2019,Bergamo,Giugno,PIEMONTE,5503,8792,4230,6477,1273,2315
2019,Bergamo,Giugno,Polonia,3949,7911,1643,2657,2306,5254
2019,Bergamo,Giugno,Portogallo,699,1133,496,792,203,341
2019,Bergamo,Giugno,PUGLIA,1905,4609,1402,3132,503,1477
2019,Bergamo,Giugno,Regno Unito,2766,6404,1789,3703,977,2701
2019,Bergamo,Giugno,Repubblica Ceca,532,1134,282,578,250,556
2019,Bergamo,Giugno,Romania,2142,4049,1323,2563,819,1486
2019,Bergamo,Giugno,Russia,1788,3299,700,1122,1088,2177
2019,Bergamo,Giugno,SARDEGNA,851,1766,598,1174,253,592
2019,Bergamo,Giugno,SICILIA,2170,5440,1565,3584,605,1856
2019,Bergamo,Giugno,Slovacchia,171,342,89,161,82,181
2019,Bergamo,Giugno,Slovenia,234,445,182,357,52,88
2019,Bergamo,Giugno,Spagna,3431,6385,1932,3672,1499,2713
2019,Bergamo,Giugno,Stati Uniti d'America,2205,4830,1413,2736,792,2094
2019,Bergamo,Giugno,Sud Africa,77,227,61,192,16,35
2019,Bergamo,Giugno,Svezia,1501,2735,888,1483,613,1252
2019,Bergamo,Giugno,Svizzera e Liechtenstein,2827,4772,2104,3488,723,1284
2019,Bergamo,Giugno,TOSCANA,3401,5394,2708,4074,693,1320
2019,Bergamo,Giugno,TRENTO,587,949,397,629,190,320
2019,Bergamo,Giugno,Turchia,492,700,399,564,93,136
2019,Bergamo,Giugno,Ucraina,1501,2110,846,1050,655,1060
2019,Bergamo,Giugno,UMBRIA,582,1242,481,953,101,289
2019,Bergamo,Giugno,Ungheria,465,1189,308,839,157,350
2019,Bergamo,Giugno,VALLE D'AOSTA,152,241,108,178,44,63
2019,Bergamo,Giugno,VENETO,4243,6885,3263,5186,980,1699
2019,Bergamo,Giugno,Venezuela,32,47,20,31,12,16
2019,Bergamo,Luglio,ABRUZZO,743,1693,548,1154,195,539
2019,Bergamo,Luglio,Altri Paesi Africa Mediterranea,286,445,228,374,58,71
2019,Bergamo,Luglio,Altri Paesi Asia Occidentale,510,1092,329,621,181,471
2019,Bergamo,Luglio,Altri Paesi del Centro - Sud America,422,913,281,515,141,398
2019,Bergamo,Luglio,Altri Paesi dell'Africa,227,623,177,507,50,116
2019,Bergamo,Luglio,Altri Paesi dell'Asia,482,1114,323,652,159,462
2019,Bergamo,Luglio,Altri Paesi Europei,1133,2177,748,1311,385,866
2019,Bergamo,Luglio,Argentina,216,472,129,321,87,151
2019,Bergamo,Luglio,Austria,766,1658,486,891,280,767
2019,Bergamo,Luglio,Australia,534,1108,314,497,220,611
2019,Bergamo,Luglio,BASILICATA,320,751,216,520,104,231
2019,Bergamo,Luglio,Belgio,2379,5844,1266,2404,1113,3440
2019,Bergamo,Luglio,BOLZANO - BOZEN,432,605,342,431,90,174
2019,Bergamo,Luglio,Brasile,571,1164,373,695,198,469
2019,Bergamo,Luglio,Bulgaria,1139,1637,709,921,430,716
2019,Bergamo,Luglio,CALABRIA,1066,2214,777,1581,289,633
2019,Bergamo,Luglio,CAMPANIA,2129,5057,1622,3556,507,1501
2019,Bergamo,Luglio,Canada,430,721,267,381,163,340
2019,Bergamo,Luglio,Cina,824,2494,716,2311,108,183
2019,Bergamo,Luglio,Cipro,138,265,78,135,60,130
2019,Bergamo,Luglio,Corea del Sud,837,950,810,904,27,46
2019,Bergamo,Luglio,Croazia,196,274,163,228,33,46
2019,Bergamo,Luglio,Danimarca,2162,5214,1052,1803,1110,3411
2019,Bergamo,Luglio,Egitto,103,295,87,259,16,36
2019,Bergamo,Luglio,EMILIA-ROMAGNA,3843,6791,2983,5059,860,1732
2019,Bergamo,Luglio,Estonia,605,833,320,399,285,434
2019,Bergamo,Luglio,Finlandia,691,1346,427,731,264,615
2019,Bergamo,Luglio,Francia,5058,9593,2897,4771,2161,4822
2019,Bergamo,Luglio,FRIULI-VENEZIA GIULIA,1208,2075,889,1563,319,512
2019,Bergamo,Luglio,Germania,6499,17427,3739,7768,2760,9659
2019,Bergamo,Luglio,Giappone,302,492,257,409,45,83
2019,Bergamo,Luglio,Grecia,449,751,280,405,169,346
2019,Bergamo,Luglio,India,295,1018,264,953,31,65
2019,Bergamo,Luglio,Irlanda,1264,2163,761,1105,503,1058
2019,Bergamo,Luglio,Islanda,77,164,31,91,46,73
2019,Bergamo,Luglio,Israele,2027,2969,1230,1668,797,1301
2019,Bergamo,Luglio,LAZIO,3501,7204,2680,5093,821,2111
2019,Bergamo,Luglio,Lettonia,417,659,185,310,232,349
2019,Bergamo,Luglio,LIGURIA,2116,3523,1561,2621,555,902
2019,Bergamo,Luglio,Lituania,679,998,303,366,376,632
2019,Bergamo,Luglio,LOMBARDIA,34013,109808,20453,63625,13560,46183
2019,Bergamo,Luglio,Lussemburgo,123,192,93,127,30,65
2019,Bergamo,Luglio,Malta,286,898,218,730,68,168
2019,Bergamo,Luglio,MARCHE,1090,2090,919,1647,171,443
2019,Bergamo,Luglio,Messico,147,409,103,331,44,78
2019,Bergamo,Luglio,MOLISE,101,215,83,192,18,23
2019,Bergamo,Luglio,Non specificato,172,228,40,60,132,168
2019,Bergamo,Luglio,Norvegia,1524,2694,856,1359,668,1335
2019,Bergamo,Luglio,Nuova Zelanda,68,255,28,63,40,192
2019,Bergamo,Luglio,Oceania - altri territori,9,18,6,10,3,8
2019,Bergamo,Luglio,Paesi Bassi,2793,8507,1143,2170,1650,6337
2019,Bergamo,Luglio,PIEMONTE,5263,9113,3842,6180,1421,2933
2019,Bergamo,Luglio,Polonia,4215,8759,1872,3261,2343,5498
2019,Bergamo,Luglio,Portogallo,572,1018,407,731,165,287
2019,Bergamo,Luglio,PUGLIA,1922,4854,1410,3369,512,1485
2019,Bergamo,Luglio,Regno Unito,3073,6305,1888,3310,1185,2995
2019,Bergamo,Luglio,Repubblica Ceca,742,1713,281,619,461,1094
2019,Bergamo,Luglio,Romania,2207,3814,1445,2423,762,1391
2019,Bergamo,Luglio,Russia,2113,3861,867,1396,1246,2465
2019,Bergamo,Luglio,SARDEGNA,906,2055,611,1312,295,743
2019,Bergamo,Luglio,SICILIA,1924,5242,1393,3671,531,1571
2019,Bergamo,Luglio,Slovacchia,176,458,89,163,87,295
2019,Bergamo,Luglio,Slovenia,269,496,187,332,82,164
2019,Bergamo,Luglio,Spagna,3974,7131,2008,3415,1966,3716
2019,Bergamo,Luglio,Stati Uniti d'America,2071,4240,1339,2427,732,1813
2019,Bergamo,Luglio,Sud Africa,54,103,32,47,22,56
2019,Bergamo,Luglio,Svezia,2125,3347,1251,1884,874,1463
2019,Bergamo,Luglio,Svizzera e Liechtenstein,3240,5241,2165,3284,1075,1957
2019,Bergamo,Luglio,TOSCANA,2730,4714,2094,3363,636,1351
2019,Bergamo,Luglio,TRENTO,589,895,325,490,264,405
2019,Bergamo,Luglio,Turchia,401,655,321,500,80,155
2019,Bergamo,Luglio,Ucraina,1452,1916,972,1161,480,755
2019,Bergamo,Luglio,UMBRIA,443,827,358,581,85,246
2019,Bergamo,Luglio,Ungheria,446,1091,282,708,164,383
2019,Bergamo,Luglio,VALLE D'AOSTA,148,203,87,110,61,93
2019,Bergamo,Luglio,VENETO,4118,7293,3151,5566,967,1727
2019,Bergamo,Luglio,Venezuela,30,52,28,47,2,5
2019,Bergamo,Maggio,ABRUZZO,801,1567,586,1040,215,527
2019,Bergamo,Maggio,Altri Paesi Africa Mediterranea,170,371,150,303,20,68
2019,Bergamo,Maggio,Altri Paesi Asia Occidentale,183,375,129,230,54,145
2019,Bergamo,Maggio,Altri Paesi del Centro - Sud America,556,1140,467,936,89,204
2019,Bergamo,Maggio,Altri Paesi dell'Africa,213,516,172,390,41,126
2019,Bergamo,Maggio,Altri Paesi dell'Asia,552,1013,448,846,104,167
2019,Bergamo,Maggio,Altri Paesi Europei,1199,2393,802,1375,397,1018
2019,Bergamo,Maggio,Argentina,344,689,193,412,151,277
2019,Bergamo,Maggio,Austria,803,1492,599,1029,204,463
2019,Bergamo,Maggio,Australia,386,990,237,626,149,364
2019,Bergamo,Maggio,BASILICATA,198,534,160,391,38,143
2019,Bergamo,Maggio,Belgio,1152,2018,850,1471,302,547
2019,Bergamo,Maggio,BOLZANO - BOZEN,521,819,395,618,126,201
2019,Bergamo,Maggio,Brasile,582,1365,377,791,205,574
2019,Bergamo,Maggio,Bulgaria,1419,2626,858,1757,561,869
2019,Bergamo,Maggio,CALABRIA,1284,2820,796,1615,488,1205
2019,Bergamo,Maggio,CAMPANIA,2335,5630,1757,3782,578,1848
2019,Bergamo,Maggio,Canada,340,876,216,505,124,371
2019,Bergamo,Maggio,Cina,631,1255,514,1072,117,183
2019,Bergamo,Maggio,Cipro,93,145,57,85,36,60
2019,Bergamo,Maggio,Corea del Sud,756,968,719,914,37,54
2019,Bergamo,Maggio,Croazia,207,319,167,254,40,65
2019,Bergamo,Maggio,Danimarca,683,1294,437,736,246,558
2019,Bergamo,Maggio,Egitto,56,104,44,82,12,22
2019,Bergamo,Maggio,EMILIA-ROMAGNA,3684,5921,2842,4537,842,1384
2019,Bergamo,Maggio,Estonia,549,700,287,362,262,338
2019,Bergamo,Maggio,Finlandia,575,1217,358,747,217,470
2019,Bergamo,Maggio,Francia,3845,6589,2692,4423,1153,2166
2019,Bergamo,Maggio,FRIULI-VENEZIA GIULIA,1164,1842,919,1418,245,424
2019,Bergamo,Maggio,Germania,5774,12656,3864,7716,1910,4940
2019,Bergamo,Maggio,Giappone,207,438,172,377,35,61
2019,Bergamo,Maggio,Grecia,601,1172,366,775,235,397
2019,Bergamo,Maggio,India,346,855,286,656,60,199
2019,Bergamo,Maggio,Irlanda,642,1143,412,695,230,448
2019,Bergamo,Maggio,Islanda,11,17,6,8,5,9
2019,Bergamo,Maggio,Israele,880,1372,528,825,352,547
2019,Bergamo,Maggio,LAZIO,3129,5936,2461,4170,668,1766
2019,Bergamo,Maggio,Lettonia,552,871,226,357,326,514
2019,Bergamo,Maggio,LIGURIA,2234,3393,1674,2481,560,912
2019,Bergamo,Maggio,Lituania,700,1018,303,432,397,586
2019,Bergamo,Maggio,LOMBARDIA,19980,29592,14399,19491,5581,10101
2019,Bergamo,Maggio,Lussemburgo,138,185,99,115,39,70
2019,Bergamo,Maggio,Malta,146,305,120,256,26,49
2019,Bergamo,Maggio,MARCHE,1258,2259,1016,1804,242,455
2019,Bergamo,Maggio,Messico,152,425,126,353,26,72
2019,Bergamo,Maggio,MOLISE,139,301,91,168,48,133
2019,Bergamo,Maggio,Non specificato,50,108,11,26,39,82
2019,Bergamo,Maggio,Nord America - altri territori,3,9,3,9,0,0
2019,Bergamo,Maggio,Norvegia,901,2218,749,1788,152,430
2019,Bergamo,Maggio,Nuova Zelanda,46,90,25,34,21,56
2019,Bergamo,Maggio,Oceania - altri territori,16,55,13,52,3,3
2019,Bergamo,Maggio,Paesi Bassi,1396,2691,868,1468,528,1223
2019,Bergamo,Maggio,PIEMONTE,4942,7594,3678,5341,1264,2253
2019,Bergamo,Maggio,Polonia,4258,8587,1779,3098,2479,5489
2019,Bergamo,Maggio,Portogallo,492,954,324,640,168,314
2019,Bergamo,Maggio,PUGLIA,2181,4989,1510,3143,671,1846
2019,Bergamo,Maggio,Regno Unito,3099,6688,1888,3827,1211,2861
2019,Bergamo,Maggio,Repubblica Ceca,733,1530,330,597,403,933
2019,Bergamo,Maggio,Romania,1961,4194,1252,2730,709,1464
2019,Bergamo,Maggio,Russia,2880,4771,1232,2031,1648,2740
2019,Bergamo,Maggio,SARDEGNA,1202,2234,801,1527,401,707
2019,Bergamo,Maggio,SICILIA,2152,5566,1548,3366,604,2200
2019,Bergamo,Maggio,Slovacchia,190,395,73,148,117,247
2019,Bergamo,Maggio,Slovenia,287,531,175,357,112,174
2019,Bergamo,Maggio,Spagna,3192,5483,1806,3161,1386,2322
2019,Bergamo,Maggio,Stati Uniti d'America,1807,5108,1241,2421,566,2687
2019,Bergamo,Maggio,Sud Africa,98,227,76,188,22,39
2019,Bergamo,Maggio,Svezia,1462,2710,974,1704,488,1006
2019,Bergamo,Maggio,Svizzera e Liechtenstein,2961,4926,2220,3683,741,1243
2019,Bergamo,Maggio,TOSCANA,2988,4766,2325,3455,663,1311
2019,Bergamo,Maggio,TRENTO,608,1052,408,618,200,434
2019,Bergamo,Maggio,Turchia,365,604,307,489,58,115
2019,Bergamo,Maggio,Ucraina,1512,2126,879,1092,633,1034
2019,Bergamo,Maggio,UMBRIA,442,826,355,636,87,190
2019,Bergamo,Maggio,Ungheria,412,1157,261,808,151,349
2019,Bergamo,Maggio,VALLE D'AOSTA,264,447,166,303,98,144
2019,Bergamo,Maggio,VENETO,4054,6457,3139,4941,915,1516
2019,Bergamo,Maggio,Venezuela,33,57,24,36,9,21
2019,Bergamo,Marzo,ABRUZZO,828,1395,628,1008,200,387
2019,Bergamo,Marzo,Altri Paesi Africa Mediterranea,286,752,224,434,62,318
2019,Bergamo,Marzo,Altri Paesi Asia Occidentale,185,322,151,275,34,47
2019,Bergamo,Marzo,Altri Paesi del Centro - Sud America,238,467,173,326,65,141
2019,Bergamo,Marzo,Altri Paesi dell'Africa,173,440,131,349,42,91
2019,Bergamo,Marzo,Altri Paesi dell'Asia,419,1045,341,701,78,344
2019,Bergamo,Marzo,Altri Paesi Europei,1024,1781,719,1181,305,600
2019,Bergamo,Marzo,Argentina,129,300,78,161,51,139
2019,Bergamo,Marzo,Austria,459,778,375,602,84,176
2019,Bergamo,Marzo,Australia,109,217,73,138,36,79
2019,Bergamo,Marzo,BASILICATA,232,499,183,389,49,110
2019,Bergamo,Marzo,Belgio,933,1653,702,1065,231,588
2019,Bergamo,Marzo,BOLZANO - BOZEN,422,612,320,436,102,176
2019,Bergamo,Marzo,Brasile,357,669,247,390,110,279
2019,Bergamo,Marzo,Bulgaria,800,1241,552,822,248,419
2019,Bergamo,Marzo,CALABRIA,1135,2456,756,1428,379,1028
2019,Bergamo,Marzo,CAMPANIA,1957,4768,1519,3398,438,1370
2019,Bergamo,Marzo,Canada,117,220,80,154,37,66
2019,Bergamo,Marzo,Cina,413,843,349,702,64,141
2019,Bergamo,Marzo,Cipro,23,55,16,39,7,16
2019,Bergamo,Marzo,Corea del Sud,606,807,593,794,13,13
2019,Bergamo,Marzo,Croazia,240,385,213,340,27,45
2019,Bergamo,Marzo,Danimarca,311,534,251,409,60,125
2019,Bergamo,Marzo,Egitto,87,195,78,148,9,47
2019,Bergamo,Marzo,EMILIA-ROMAGNA,3451,5778,2638,4326,813,1452
2019,Bergamo,Marzo,Estonia,530,888,283,502,247,386
2019,Bergamo,Marzo,Finlandia,102,248,58,147,44,101
2019,Bergamo,Marzo,Francia,2188,4302,1749,3384,439,918
2019,Bergamo,Marzo,FRIULI-VENEZIA GIULIA,888,1579,654,1102,234,477
2019,Bergamo,Marzo,Germania,3433,6791,2379,4591,1054,2200
2019,Bergamo,Marzo,Giappone,165,242,138,206,27,36
2019,Bergamo,Marzo,Grecia,494,863,292,453,202,410
2019,Bergamo,Marzo,India,176,488,138,396,38,92
2019,Bergamo,Marzo,Irlanda,508,1106,361,739,147,367
2019,Bergamo,Marzo,Islanda,10,14,9,13,1,1
2019,Bergamo,Marzo,Israele,837,1220,562,800,275,420
2019,Bergamo,Marzo,LAZIO,2771,5085,2149,3492,622,1593
2019,Bergamo,Marzo,Lettonia,568,762,352,420,216,342
2019,Bergamo,Marzo,LIGURIA,1740,2848,1351,2211,389,637
2019,Bergamo,Marzo,Lituania,592,809,350,428,242,381
2019,Bergamo,Marzo,LOMBARDIA,22391,34365,16865,23689,5526,10676
2019,Bergamo,Marzo,Lussemburgo,77,96,51,62,26,34
2019,Bergamo,Marzo,Malta,249,543,208,428,41,115
2019,Bergamo,Marzo,MARCHE,833,1483,686,1114,147,369
2019,Bergamo,Marzo,Messico,91,243,74,201,17,42
2019,Bergamo,Marzo,MOLISE,176,446,131,292,45,154
2019,Bergamo,Marzo,Non specificato,60,134,18,78,42,56
2019,Bergamo,Marzo,Nord America - altri territori,10,12,10,12,0,0
2019,Bergamo,Marzo,Norvegia,478,1087,388,831,90,256
2019,Bergamo,Marzo,Nuova Zelanda,20,47,12,16,8,31
2019,Bergamo,Marzo,Oceania - altri territori,5,6,5,6,0,0
2019,Bergamo,Marzo,Paesi Bassi,783,1507,521,903,262,604
2019,Bergamo,Marzo,PIEMONTE,4278,6618,3174,4875,1104,1743
2019,Bergamo,Marzo,Polonia,2705,5264,1212,2129,1493,3135
2019,Bergamo,Marzo,Portogallo,611,987,427,719,184,268
2019,Bergamo,Marzo,PUGLIA,1985,4570,1388,2925,597,1645
2019,Bergamo,Marzo,Regno Unito,1743,3752,1218,2396,525,1356
2019,Bergamo,Marzo,Repubblica Ceca,709,1513,306,554,403,959
2019,Bergamo,Marzo,Romania,1890,3434,1189,2144,701,1290
2019,Bergamo,Marzo,Russia,2420,4111,1077,1709,1343,2402
2019,Bergamo,Marzo,SARDEGNA,1193,2070,810,1421,383,649
2019,Bergamo,Marzo,SICILIA,1948,5295,1395,3124,553,2171
2019,Bergamo,Marzo,Slovacchia,187,496,95,179,92,317
2019,Bergamo,Marzo,Slovenia,168,340,133,279,35,61
2019,Bergamo,Marzo,Spagna,2382,4502,1417,2542,965,1960
2019,Bergamo,Marzo,Stati Uniti d'America,817,1775,593,1289,224,486
2019,Bergamo,Marzo,Sud Africa,14,44,13,40,1,4
2019,Bergamo,Marzo,Svezia,593,1230,424,871,169,359
2019,Bergamo,Marzo,Svizzera e Liechtenstein,1470,2301,1181,1823,289,478
2019,Bergamo,Marzo,TOSCANA,2396,3846,1857,2855,539,991
2019,Bergamo,Marzo,TRENTO,623,926,475,685,148,241
2019,Bergamo,Marzo,Turchia,289,447,234,363,55,84
2019,Bergamo,Marzo,Ucraina,1288,1732,826,1057,462,675
2019,Bergamo,Marzo,UMBRIA,552,1148,475,942,77,206
2019,Bergamo,Marzo,Ungheria,349,777,230,515,119,262
2019,Bergamo,Marzo,VALLE D'AOSTA,179,280,141,214,38,66
2019,Bergamo,Marzo,VENETO,3854,6448,3018,4947,836,1501
2019,Bergamo,Marzo,Venezuela,17,86,14,56,3,30
2019,Bergamo,Novembre,ABRUZZO,856,1683,650,1226,206,457
2019,Bergamo,Novembre,Altri Paesi Africa Mediterranea,342,523,288,422,54,101
2019,Bergamo,Novembre,Altri Paesi Asia Occidentale,398,665,294,501,104,164
2019,Bergamo,Novembre,Altri Paesi del Centro - Sud America,319,641,215,397,104,244
2019,Bergamo,Novembre,Altri Paesi dell'Africa,209,393,171,309,38,84
2019,Bergamo,Novembre,Altri Paesi dell'Asia,485,1122,381,832,104,290
2019,Bergamo,Novembre,Altri Paesi Europei,1218,2463,814,1558,404,905
2019,Bergamo,Novembre,Argentina,218,804,154,612,64,192
2019,Bergamo,Novembre,Austria,422,827,352,641,70,186
2019,Bergamo,Novembre,Australia,145,419,105,298,40,121
2019,Bergamo,Novembre,BASILICATA,245,559,194,430,51,129
2019,Bergamo,Novembre,Belgio,756,1485,577,1123,179,362
2019,Bergamo,Novembre,BOLZANO - BOZEN,466,635,375,468,91,167
2019,Bergamo,Novembre,Brasile,552,1177,402,841,150,336
2019,Bergamo,Novembre,Bulgaria,1047,1894,679,1169,368,725
2019,Bergamo,Novembre,CALABRIA,1102,2729,787,1620,315,1109
2019,Bergamo,Novembre,CAMPANIA,2508,5850,1906,3898,602,1952
2019,Bergamo,Novembre,Canada,159,322,118,236,41,86
2019,Bergamo,Novembre,Cina,449,1019,359,873,90,146
2019,Bergamo,Novembre,Cipro,19,46,11,23,8,23
2019,Bergamo,Novembre,Corea del Sud,572,662,553,640,19,22
2019,Bergamo,Novembre,Croazia,292,523,246,417,46,106
2019,Bergamo,Novembre,Danimarca,272,475,211,362,61,113
2019,Bergamo,Novembre,Egitto,59,147,47,134,12,13
2019,Bergamo,Novembre,EMILIA-ROMAGNA,3733,6078,2919,4601,814,1477
2019,Bergamo,Novembre,Estonia,441,591,223,289,218,302
2019,Bergamo,Novembre,Finlandia,242,551,167,317,75,234
2019,Bergamo,Novembre,Francia,2066,3629,1576,2600,490,1029
2019,Bergamo,Novembre,FRIULI-VENEZIA GIULIA,1105,1879,908,1465,197,414
2019,Bergamo,Novembre,Germania,2811,5619,2090,3912,721,1707
2019,Bergamo,Novembre,Giappone,111,213,96,193,15,20
2019,Bergamo,Novembre,Grecia,616,1130,413,712,203,418
2019,Bergamo,Novembre,India,258,1055,213,923,45,132
2019,Bergamo,Novembre,Irlanda,470,910,312,569,158,341
2019,Bergamo,Novembre,Islanda,8,8,6,6,2,2
2019,Bergamo,Novembre,Israele,720,1187,490,777,230,410
2019,Bergamo,Novembre,LAZIO,2942,5531,2325,3776,617,1755
2019,Bergamo,Novembre,Lettonia,603,920,286,383,317,537
2019,Bergamo,Novembre,LIGURIA,1875,3176,1455,2409,420,767
2019,Bergamo,Novembre,Lituania,475,789,263,396,212,393
2019,Bergamo,Novembre,LOMBARDIA,19261,28465,14965,19812,4296,8653
2019,Bergamo,Novembre,Lussemburgo,75,108,49,67,26,41
2019,Bergamo,Novembre,Malta,134,278,104,206,30,72
2019,Bergamo,Novembre,MARCHE,1235,2228,1035,1810,200,418
2019,Bergamo,Novembre,Messico,108,289,81,257,27,32
2019,Bergamo,Novembre,MOLISE,164,335,124,250,40,85
2019,Bergamo,Novembre,Non specificato,205,355,181,318,24,37
2019,Bergamo,Novembre,Norvegia,290,583,229,435,61,148
2019,Bergamo,Novembre,Nuova Zelanda,17,60,8,22,9,38
2019,Bergamo,Novembre,Oceania - altri territori,3,3,3,3,0,0
2019,Bergamo,Novembre,Paesi Bassi,584,1200,451,753,133,447
2019,Bergamo,Novembre,PIEMONTE,4355,7084,3400,5443,955,1641
2019,Bergamo,Novembre,Polonia,2704,5719,1063,1916,1641,3803
2019,Bergamo,Novembre,Portogallo,558,1248,367,733,191,515
2019,Bergamo,Novembre,PUGLIA,2255,4954,1615,3148,640,1806
2019,Bergamo,Novembre,Regno Unito,2036,4372,1439,2832,597,1540
2019,Bergamo,Novembre,Repubblica Ceca,435,981,227,499,208,482
2019,Bergamo,Novembre,Romania,1754,3517,1183,2189,571,1328
2019,Bergamo,Novembre,Russia,2807,5059,1185,2054,1622,3005
2019,Bergamo,Novembre,SARDEGNA,1427,2497,896,1436,531,1061
2019,Bergamo,Novembre,SICILIA,2229,5460,1633,3307,596,2153
2019,Bergamo,Novembre,Slovacchia,130,225,59,90,71,135
2019,Bergamo,Novembre,Slovenia,215,382,149,249,66,133
2019,Bergamo,Novembre,Spagna,2994,5605,1738,3020,1256,2585
2019,Bergamo,Novembre,Stati Uniti d'America,1000,2286,687,1565,313,721
2019,Bergamo,Novembre,Sud Africa,23,44,19,38,4,6
2019,Bergamo,Novembre,Svezia,693,1286,496,874,197,412
2019,Bergamo,Novembre,Svizzera e Liechtenstein,1699,2897,1360,2223,339,674
2019,Bergamo,Novembre,TOSCANA,2547,4131,2028,3026,519,1105
2019,Bergamo,Novembre,TRENTO,590,946,464,708,126,238
2019,Bergamo,Novembre,Turchia,384,641,297,465,87,176
2019,Bergamo,Novembre,Ucraina,1029,1622,619,932,410,690
2019,Bergamo,Novembre,UMBRIA,509,1003,427,727,82,276
2019,Bergamo,Novembre,Ungheria,348,747,248,512,100,235
2019,Bergamo,Novembre,VALLE D'AOSTA,143,202,107,148,36,54
2019,Bergamo,Novembre,VENETO,3908,6452,3123,4997,785,1455
2019,Bergamo,Novembre,Venezuela,25,69,15,52,10,17
2019,Bergamo,Ottobre,ABRUZZO,917,1609,691,1234,226,375
2019,Bergamo,Ottobre,Altri Paesi Africa Mediterranea,370,684,310,587,60,97
2019,Bergamo,Ottobre,Altri Paesi Asia Occidentale,313,563,222,396,91,167
2019,Bergamo,Ottobre,Altri Paesi del Centro - Sud America,443,879,272,497,171,382
2019,Bergamo,Ottobre,Altri Paesi dell'Africa,213,452,185,390,28,62
2019,Bergamo,Ottobre,Altri Paesi dell'Asia,615,1079,512,838,103,241
2019,Bergamo,Ottobre,Altri Paesi Europei,1293,2407,869,1610,424,797
2019,Bergamo,Ottobre,Argentina,269,595,178,383,91,212
